0.375	1
1.125	0
1.875	0
2.625	2
3.375	0
4.125	4
4.875	11
5.625	20
6.375	62
7.125	175
7.875	322
8.625	1035
9.375	1623
10.125	1527
10.875	1980
11.625	3831
12.375	5320
13.125	10898
13.875	7480
14.625	1
